"","cntry","happy","sclmeet","inprdsc","health","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","height","weighta","fltdpr","flteeff","slprl","wrhpp","fltlnl","enjlf","fltsd","hltprhc","hltprhb","hltprdi","gndr","paccnois"
"19215","HR",8,7,2,2,7,3,4,1,6,5,165,78,2,2,2,3,1,3,2,0,0,0,2,0
"19216","HR",10,7,3,1,10,2,3,7,6,5,165,62,1,1,1,4,1,4,1,0,0,0,2,0
"19217","HR",7,4,4,3,8,3,3,0,5,1,182,105,1,2,2,4,1,3,2,0,0,0,1,0
"19218","HR",8,7,0,1,10,3,3,2,6,4,173,70,1,1,2,3,1,3,1,0,0,0,1,0
"19219","HR",10,6,2,1,10,3,3,7,6,6,174,61,1,1,1,4,1,4,1,0,0,0,2,0
"19220","HR",10,4,3,2,8,4,3,2,1,6,165,80,1,1,1,4,1,3,1,0,0,0,1,0
"19221","HR",10,3,1,3,10,4,4,0,6,5,168,100,1,1,1,3,1,3,1,0,0,0,1,0
"19222","HR",10,4,2,1,10,4,4,5,6,4,166,72,1,2,1,3,1,3,1,0,0,0,1,0
"19223","HR",8,4,3,1,7,3,3,7,6,7,183,110,1,1,1,3,1,3,1,0,0,0,1,0
"19224","HR",6,4,4,3,8,2,2,7,3,6,177,70,2,1,2,3,3,2,2,0,0,0,2,0
"19225","HR",10,4,3,2,10,1,1,5,4,1,188,95,1,1,2,3,1,4,1,0,0,0,1,0
"19226","HR",2,6,0,2,3,4,5,3,1,7,190,110,NA,1,2,3,2,3,1,0,0,0,1,0
"19227","HR",9,4,1,2,10,3,4,0,3,4,165,83,1,2,1,3,2,3,1,0,0,0,2,0
"19228","HR",5,6,0,3,7,4,4,0,6,7,168,75,2,2,2,2,2,2,2,0,1,0,2,0
"19229","HR",8,5,3,2,6,5,6,5,1,6,170,54,1,2,2,3,2,3,1,0,0,0,2,0
"19230","HR",8,1,0,3,6,4,3,0,6,4,168,64,NA,3,1,3,2,3,2,0,1,0,2,0
"19231","HR",10,6,1,1,10,4,3,2,6,7,168,63,1,1,1,4,1,4,1,0,0,0,2,0
"19232","HR",9,7,2,1,10,3,3,7,1,4,183,71,1,1,1,4,1,3,1,0,0,0,1,0
"19233","HR",10,4,4,3,10,2,3,7,6,3,195,100,1,1,1,4,1,4,1,0,0,0,1,0
"19234","HR",9,5,6,1,10,3,3,7,5,3,183,85,1,1,1,4,1,4,1,0,0,0,1,0
"19235","HR",10,6,6,3,10,3,6,0,3,7,167,86,2,2,2,3,2,2,2,0,0,0,1,0
"19236","HR",5,5,0,2,6,4,3,0,6,7,165,68,1,1,1,NA,1,4,1,0,0,0,2,0
"19237","HR",10,6,3,1,10,2,3,7,4,6,188,82,1,1,2,3,1,3,1,0,0,0,1,0
"19238","HR",7,4,1,3,8,4,5,0,6,7,160,76,2,3,2,3,2,3,1,0,0,0,2,0
"19239","HR",9,7,1,1,10,3,4,5,6,4,179,85,1,1,1,1,1,4,1,0,0,0,1,0
"19240","HR",9,NA,1,1,4,5,4,1,6,5,180,90,1,1,2,4,1,3,1,0,0,0,1,0
"19241","HR",8,4,4,2,7,2,3,3,6,7,168,90,1,2,1,3,1,3,1,0,0,0,2,0
"19242","HR",9,7,2,2,9,3,3,7,6,7,164,68,1,1,1,3,1,3,1,0,0,0,2,0
"19243","HR",8,6,3,1,9,4,4,3,6,4,183,75,1,2,1,3,1,3,1,0,0,0,1,0
"19244","HR",8,5,2,2,10,2,3,7,4,3,162,83,1,1,2,3,1,3,1,0,0,0,2,0
"19245","HR",5,6,3,4,5,5,5,0,6,1,165,65,1,3,1,1,4,1,3,0,0,0,1,0
"19246","HR",7,6,2,3,6,4,5,2,1,2,175,81,2,2,2,4,2,4,2,1,1,0,1,0
"19247","HR",10,4,1,1,9,3,3,3,6,7,160,65,1,1,1,4,1,3,1,0,0,0,2,0
"19248","HR",6,7,1,1,10,6,3,7,2,3,162,50,2,1,4,2,1,3,3,0,0,0,2,0
"19249","HR",7,5,1,1,5,4,5,3,6,7,182,90,1,2,2,3,1,3,1,0,0,0,1,0
"19250","HR",6,7,0,3,10,4,3,7,1,1,177,90,1,2,2,2,1,3,1,0,0,0,1,0
"19251","HR",7,5,2,1,6,2,4,3,6,7,168,53,1,1,1,3,2,3,2,0,0,0,2,0
"19252","HR",9,7,2,2,6,4,4,2,6,6,165,75,1,2,1,3,1,3,1,0,0,0,2,0
"19253","HR",7,7,4,1,9,4,4,3,2,2,165,56,1,2,1,3,1,3,1,0,0,0,2,0
"19254","HR",5,7,2,1,6,3,4,7,1,6,168,52,1,1,1,3,1,2,1,0,0,0,2,0
"19255","HR",10,7,5,1,10,1,1,0,1,2,190,90,1,1,1,4,1,4,1,0,0,0,1,0
"19256","HR",8,6,0,2,10,4,4,0,6,7,158,73,2,3,3,3,1,3,2,0,1,0,2,0
"19257","HR",5,7,2,3,1,6,4,7,4,7,184,92,3,2,1,3,1,3,2,0,0,0,1,0
"19258","HR",9,6,4,2,8,1,2,7,4,4,164,73,1,1,1,3,1,3,2,0,0,0,2,0
"19259","HR",10,7,1,1,9,5,3,7,6,5,185,80,1,2,2,3,1,3,1,0,0,0,1,0
"19260","HR",8,7,3,1,7,3,3,4,4,5,175,85,1,2,1,3,1,3,2,0,0,0,1,0
"19261","HR",9,6,4,3,7,2,3,5,1,7,165,68,1,1,2,4,1,4,1,1,0,0,1,0
"19262","HR",10,5,3,3,4,2,3,7,4,1,175,120,1,1,1,3,1,3,1,0,0,0,1,0
"19263","HR",7,7,3,2,5,3,4,6,1,7,175,78,1,1,1,3,1,3,1,0,0,0,1,0
"19264","HR",5,5,3,2,3,4,4,0,6,3,169,75,1,1,1,2,3,2,2,0,1,0,1,0
"19265","HR",9,7,2,1,8,3,3,7,6,7,172,74,1,1,1,4,1,3,1,0,0,0,2,0
"19266","HR",7,4,3,3,3,5,5,0,4,7,180,90,1,3,1,4,3,4,1,0,1,0,1,0
"19267","HR",8,6,5,4,5,3,1,1,5,6,159,69,2,3,3,3,1,2,3,0,1,1,2,1
"19268","HR",7,5,2,2,7,1,1,7,6,7,173,72,2,2,3,2,3,3,3,0,0,0,2,0
"19269","HR",8,4,3,2,8,1,3,2,4,5,180,115,1,1,1,3,1,2,1,1,0,0,1,0
"19270","HR",7,6,1,4,9,2,3,0,6,4,175,78,1,1,2,3,1,3,1,0,0,0,1,0
"19271","HR",4,6,4,3,8,3,2,3,4,7,160,51,2,3,3,2,4,3,3,0,0,0,2,0
"19272","HR",9,6,5,1,9,1,3,2,6,6,173,82,1,3,1,4,1,3,1,0,0,0,1,0
"19273","HR",6,5,0,1,7,5,5,2,6,7,170,51,1,1,1,3,1,3,1,0,0,0,2,0
"19274","HR",6,4,4,2,7,3,3,7,4,2,183,95,1,2,1,3,1,4,1,0,1,0,1,1
"19275","HR",7,3,1,4,3,4,4,1,6,7,169,63,2,2,2,2,2,2,2,1,0,1,2,0
"19276","HR",6,7,2,3,2,4,3,5,6,6,170,70,3,2,1,2,3,2,2,1,0,0,1,0
"19277","HR",10,7,NA,3,10,4,4,0,6,7,165,80,2,2,2,4,1,NA,2,0,1,0,2,0
"19278","HR",9,6,1,3,7,3,3,0,4,7,158,60,1,1,2,3,1,3,2,1,1,0,2,0
"19279","HR",9,4,0,2,8,3,3,0,6,7,168,100,2,2,1,4,2,3,2,0,0,0,1,0
"19280","HR",10,6,2,1,9,4,3,7,2,4,173,62,1,1,1,3,1,3,2,0,0,0,2,0
"19281","HR",5,4,3,2,5,4,3,4,5,5,182,91,1,2,2,3,2,3,2,0,0,0,1,0
"19282","HR",9,7,2,3,8,3,3,2,6,6,168,73,2,3,1,3,1,3,2,0,0,0,2,0
"19283","HR",8,3,4,3,9,3,3,2,4,1,186,94,2,2,2,3,1,4,1,0,0,0,1,0
"19284","HR",7,7,1,3,9,3,2,2,4,1,178,92,1,2,2,3,1,3,1,0,1,0,1,0
"19285","HR",2,2,1,2,5,1,1,0,4,2,180,80,2,2,2,1,1,1,2,1,0,0,1,0
"19286","HR",8,3,0,2,9,3,3,0,6,7,156,51,1,1,2,3,1,3,2,0,0,0,2,0
"19287","HR",10,7,4,1,5,3,3,3,6,5,161,57,1,2,1,4,1,3,1,0,0,0,2,0
"19288","HR",7,7,3,1,8,2,2,7,6,7,177,75,1,1,1,3,1,3,1,0,0,0,1,0
"19289","HR",5,6,1,5,9,5,3,0,4,1,187,93,3,3,1,2,3,3,4,0,1,1,1,0
"19290","HR",9,6,6,1,6,4,3,4,4,2,170,100,1,1,1,2,1,3,1,0,0,1,1,0
"19291","HR",8,4,1,2,7,4,3,7,4,6,178,92,1,1,1,3,1,4,1,0,1,0,1,1
"19292","HR",8,7,2,3,8,3,3,3,6,7,168,70,1,1,1,3,1,3,1,0,1,0,2,0
"19293","HR",10,6,3,1,9,3,3,0,6,7,166,68,1,1,1,4,1,4,1,0,0,0,2,0
"19294","HR",10,5,4,1,7,4,4,7,1,4,187,107,1,1,1,3,1,3,1,0,0,0,1,0
"19295","HR",8,6,2,3,8,3,4,0,4,7,170,83,2,2,2,3,2,2,2,0,0,0,2,0
"19296","HR",5,6,2,1,3,3,4,7,6,2,162,80,2,1,3,2,3,1,3,0,0,0,2,0
"19297","HR",7,6,NA,1,7,3,3,2,1,5,165,53,1,2,1,3,1,3,2,0,0,0,2,0
"19298","HR",8,7,1,1,8,4,4,7,5,7,185,84,2,2,2,3,2,3,2,0,0,0,1,0
"19299","HR",7,4,2,3,10,2,3,0,6,6,165,75,2,2,2,3,1,3,1,1,1,1,2,0
"19300","HR",10,7,4,1,8,3,3,3,2,2,184,86,1,2,1,3,1,4,1,0,1,0,1,0
"19301","HR",7,2,0,2,6,4,4,0,6,7,165,58,2,2,2,3,3,2,2,0,0,0,2,0
"19302","HR",10,7,4,1,9,2,2,5,6,7,164,65,1,2,4,3,1,4,1,0,0,0,2,0
"19303","HR",5,6,3,3,7,3,3,7,4,6,165,70,2,2,2,2,2,2,3,0,1,0,2,0
"19304","HR",2,1,1,5,4,1,4,4,5,7,173,100,1,1,1,2,1,4,2,0,0,0,1,0
"19305","HR",6,7,4,3,7,6,2,7,1,5,160,54,1,2,1,3,1,3,1,0,0,0,2,0
"19306","HR",10,7,1,1,10,4,1,5,1,1,175,90,1,1,1,4,1,4,1,0,0,0,1,0
"19307","HR",8,3,3,2,6,2,4,7,6,6,160,66,1,1,2,3,2,3,2,0,0,0,2,0
"19308","HR",8,6,1,2,10,4,3,0,4,2,170,85,2,2,2,3,1,3,1,0,0,0,1,0
"19309","HR",8,6,6,2,10,2,1,7,2,3,174,81,1,1,1,3,1,3,1,0,0,0,1,0
"19310","HR",8,4,2,1,7,5,2,5,6,2,170,75,1,1,1,3,1,2,1,0,0,0,1,0
"19311","HR",7,3,1,2,8,3,3,0,6,7,167,87,1,2,1,3,1,3,2,0,0,0,2,0
"19312","HR",8,7,3,3,10,2,3,3,1,5,191,123,1,1,2,4,1,4,2,0,0,0,1,0
"19313","HR",4,2,0,5,4,3,4,7,6,7,168,82,3,3,2,2,1,2,3,1,1,1,1,0
"19314","HR",4,7,3,3,5,3,3,7,3,3,182,100,2,1,2,2,1,2,2,0,0,0,1,0
"19315","HR",10,6,5,1,10,4,4,2,3,4,182,76,1,2,2,3,1,4,1,0,0,0,1,0
"19316","HR",7,4,3,3,5,2,4,2,6,7,165,65,1,2,2,3,2,3,2,0,0,0,2,0
"19317","HR",5,5,1,4,6,2,3,7,6,7,160,68,2,2,2,3,1,2,1,0,1,1,2,0
"19318","HR",4,6,0,2,3,4,5,1,6,6,193,135,1,2,2,3,1,3,1,0,0,0,1,0
"19319","HR",7,4,4,2,6,3,3,3,6,2,184,91,1,2,2,3,1,3,2,0,0,0,1,0
"19320","HR",8,6,3,1,8,3,3,6,2,6,172,58,1,1,1,4,1,3,2,0,0,0,2,0
"19321","HR",9,6,3,1,4,4,4,3,6,3,166,68,1,1,1,4,1,4,1,0,0,0,2,0
"19322","HR",10,7,3,2,10,3,3,0,2,6,165,58,1,1,1,3,1,3,1,0,0,0,2,0
"19323","HR",8,4,3,3,5,2,2,7,6,2,190,90,1,1,1,3,1,3,1,0,0,0,1,0
"19324","HR",5,2,0,3,5,2,2,7,6,7,152,84,1,2,2,2,1,2,3,0,1,1,2,0
"19325","HR",9,5,3,3,6,3,3,7,5,7,170,105,1,1,1,4,1,3,1,0,0,1,2,0
"19326","HR",10,2,4,2,8,4,4,0,6,7,168,76,1,2,2,4,1,3,1,0,1,1,2,0
"19327","HR",10,5,6,3,8,3,3,3,3,3,165,80,1,2,1,3,1,4,2,0,0,0,2,0
"19328","HR",8,6,3,2,6,4,2,3,4,3,190,95,1,2,2,4,1,3,1,0,0,0,1,0
"19329","HR",8,6,4,1,7,3,2,4,5,4,193,90,1,2,2,3,1,3,2,0,0,0,1,0
"19330","HR",10,2,1,3,8,3,2,1,5,7,161,74,4,3,2,3,3,2,3,1,0,1,2,0
"19331","HR",8,5,3,3,9,3,3,3,1,2,175,110,1,2,1,3,1,3,2,1,1,0,1,0
"19332","HR",9,6,5,2,10,2,2,7,5,5,173,60,2,1,2,3,2,3,2,0,0,0,2,0
"19333","HR",6,7,1,4,10,2,3,0,4,7,172,81,2,3,3,2,1,2,2,1,1,1,1,0
"19334","HR",6,7,6,3,2,4,3,4,4,3,196,106,2,2,2,3,1,3,2,0,0,0,1,0
"19335","HR",5,7,1,3,5,3,3,1,5,6,176,67,2,2,3,2,3,2,4,1,0,0,2,0
"19336","HR",10,7,4,1,10,4,3,5,5,5,182,110,1,2,2,3,1,3,1,0,0,0,1,0
"19337","HR",8,4,3,3,6,3,4,0,4,5,160,70,2,2,2,3,1,3,2,0,0,0,2,0
"19338","HR",7,4,1,3,7,3,2,0,6,7,165,75,2,2,2,3,1,3,1,0,1,0,2,0
"19339","HR",10,6,3,2,10,1,4,7,4,6,182,90,1,1,1,4,1,4,1,0,0,0,1,0
"19340","HR",5,5,0,3,8,4,2,7,6,7,176,66,3,4,4,1,4,2,2,0,0,0,1,0
"19341","HR",8,5,2,1,7,3,5,7,2,6,170,65,1,1,1,3,1,3,1,0,0,0,2,0
"19342","HR",7,6,0,1,5,4,5,2,1,7,173,71,1,1,1,3,1,3,2,0,0,0,2,0
"19343","HR",7,3,1,2,7,3,3,7,1,7,155,91,2,3,1,2,2,NA,3,0,1,0,2,0
"19344","HR",5,3,0,2,6,4,3,7,6,7,194,75,2,1,1,3,1,3,2,0,0,0,1,1
"19345","HR",9,6,2,2,9,4,4,6,4,3,181,74,1,1,1,3,1,3,2,0,0,0,2,0
"19346","HR",10,6,2,1,10,3,3,0,6,7,164,87,1,1,1,4,1,4,1,0,0,0,2,0
"19347","HR",8,4,2,1,7,4,4,1,NA,3,170,58,1,2,2,3,2,3,2,0,0,0,2,0
"19348","HR",7,5,1,4,4,4,4,1,6,7,169,70,2,3,3,2,3,2,3,0,0,0,2,1
"19349","HR",9,7,4,3,8,4,4,7,6,5,170,85,2,2,3,3,1,3,2,0,1,0,2,0
"19350","HR",10,6,4,3,10,2,2,7,6,2,165,68,1,2,2,3,1,3,1,0,0,0,2,0
"19351","HR",9,5,4,3,10,2,5,7,6,1,173,80,2,1,1,3,2,2,1,1,0,0,1,0
"19352","HR",7,6,2,3,8,5,3,3,3,6,166,74,2,2,1,3,1,3,2,0,0,0,2,1
"19353","HR",10,2,2,3,10,3,3,7,6,1,170,88,2,3,2,3,1,2,2,1,1,0,1,0
"19354","HR",10,6,3,1,9,6,4,7,6,6,165,67,1,1,1,4,1,4,2,0,0,0,2,0
"19355","HR",7,4,2,2,7,3,3,2,2,1,172,73,1,1,1,3,1,3,1,0,0,0,1,0
"19356","HR",7,4,5,1,6,3,3,2,3,2,173,80,2,2,2,3,2,3,1,0,0,0,1,0
"19357","HR",8,6,3,3,10,2,2,7,6,7,160,84,2,1,2,4,1,4,2,0,1,0,2,1
"19358","HR",8,2,3,3,6,2,3,7,6,7,158,85,2,2,3,3,2,3,2,1,1,1,2,0
"19359","HR",7,4,3,1,7,3,3,0,6,4,172,62,1,2,1,3,1,3,1,0,0,0,2,0
"19360","HR",8,7,2,1,8,4,4,5,6,7,168,70,1,1,2,4,1,4,1,0,0,0,2,0
"19361","HR",6,6,1,1,8,3,5,6,6,4,187,95,1,2,2,3,2,3,2,0,0,0,1,0
"19362","HR",8,7,1,1,6,2,2,6,6,2,172,66,1,1,3,3,1,3,1,0,0,0,2,0
"19363","HR",5,4,0,2,5,3,3,5,6,7,165,55,1,1,1,2,2,2,1,0,0,0,1,0
"19364","HR",10,7,3,2,7,5,3,3,1,6,160,55,1,1,1,3,1,3,1,0,0,0,1,0
"19365","HR",5,5,2,4,2,4,4,0,1,7,182,78,3,2,3,2,2,2,1,0,1,0,1,0
"19366","HR",9,4,2,1,10,4,4,3,6,4,185,82,1,2,1,3,1,3,1,0,0,0,1,0
"19367","HR",9,6,2,3,10,5,3,7,6,6,159,92,1,2,2,3,2,NA,1,0,0,0,2,0
"19368","HR",5,5,1,3,5,3,4,1,4,7,170,82,2,2,2,2,3,2,2,0,0,0,1,0
"19369","HR",5,7,4,3,4,5,3,6,6,4,182,85,2,2,1,2,1,1,2,0,0,0,1,0
"19370","HR",6,5,4,1,8,3,4,7,4,3,190,95,1,2,1,3,1,3,1,0,0,0,1,1
"19371","HR",8,6,4,3,9,4,4,7,6,6,183,82,1,2,2,3,1,3,2,0,1,0,1,0
"19372","HR",7,4,3,1,9,3,3,7,6,2,175,81,1,1,1,3,1,3,1,0,0,0,1,0
"19373","HR",9,4,2,3,5,3,3,5,6,4,180,95,1,1,1,3,1,3,1,0,1,0,1,0
"19374","HR",9,6,4,2,7,3,4,2,3,2,189,88,1,1,1,3,1,3,1,0,0,0,1,0
"19375","HR",4,3,3,3,7,3,3,2,4,1,165,100,2,2,1,3,2,3,2,0,1,0,1,0
"19376","HR",10,7,4,1,9,4,4,7,1,2,178,95,1,1,1,4,1,4,1,0,0,0,1,0
"19377","HR",9,7,3,2,8,3,3,5,6,5,168,50,1,1,2,4,2,3,2,0,0,0,2,0
"19378","HR",2,3,3,3,5,5,3,0,5,4,178,114,3,2,1,2,3,2,2,0,0,0,1,0
"19379","HR",7,7,4,3,7,3,3,0,6,5,170,100,2,1,1,2,1,2,1,0,1,0,2,0
"19380","HR",10,6,2,1,3,5,3,3,1,5,163,69,1,2,1,4,1,2,1,0,0,0,2,0
"19381","HR",10,6,3,1,9,3,3,6,3,6,178,70,1,1,1,4,1,4,2,0,0,0,2,0
"19382","HR",8,7,2,2,9,3,4,3,1,6,168,60,2,2,2,3,2,4,2,0,0,0,2,0
"19383","HR",3,7,1,4,3,3,3,7,6,7,175,80,3,3,3,2,2,2,2,0,1,0,1,0
"19384","HR",9,6,1,3,5,3,3,7,4,1,184,96,1,1,1,3,1,3,1,0,0,0,1,0
"19385","HR",7,4,2,1,8,3,3,2,2,5,163,65,1,2,1,3,1,3,1,0,0,0,2,0
"19386","HR",8,5,4,2,3,3,4,7,6,7,172,94,1,2,2,3,1,3,1,0,0,0,1,0
"19387","HR",7,6,2,1,7,4,4,7,1,7,166,53,2,2,2,3,1,3,2,0,0,0,2,0
"19388","HR",9,6,2,1,7,4,4,2,1,7,176,78,1,1,1,3,1,4,1,0,1,0,1,0
"19389","HR",10,5,4,2,8,1,2,7,4,5,164,70,1,1,1,4,1,4,1,0,0,0,2,0
"19390","HR",10,7,4,2,9,4,3,0,4,2,170,95,2,1,1,3,1,4,1,1,1,0,1,0
"19391","HR",5,7,0,2,5,4,3,2,1,7,175,72,1,1,1,NA,2,2,NA,0,0,0,1,0
"19392","HR",6,7,2,1,6,4,4,7,1,3,186,95,1,1,1,3,1,2,1,0,0,0,1,0
"19393","HR",6,2,0,3,3,2,4,3,1,1,172,72,4,2,3,1,3,1,4,0,0,0,1,0
"19394","HR",8,4,1,3,9,3,3,2,1,1,176,90,1,1,2,3,2,3,2,0,1,0,1,0
"19395","HR",9,4,2,2,7,4,4,3,6,7,167,65,1,1,2,3,1,1,1,0,0,0,2,0
"19396","HR",3,7,3,1,3,4,4,7,6,2,174,78,2,2,2,3,2,2,2,0,0,0,1,1
"19397","HR",5,6,2,1,10,3,3,7,1,3,177,76,1,1,1,4,1,3,1,0,1,0,1,0
"19398","HR",9,5,5,1,8,1,2,7,4,7,170,115,1,1,1,3,1,3,2,0,0,0,1,0
"19399","HR",8,4,2,3,9,3,4,0,6,7,155,64,2,1,1,3,2,3,1,1,0,0,2,0
"19400","HR",6,5,1,1,8,3,3,3,6,7,193,80,2,2,1,2,4,3,2,0,0,0,1,0
"19401","HR",4,4,2,3,10,3,3,3,4,7,160,75,1,1,3,1,3,1,3,0,1,0,2,0
"19402","HR",10,4,2,2,5,2,4,7,6,7,163,50,2,2,3,2,3,2,2,0,1,0,2,0
"19403","HR",8,3,1,2,6,2,3,7,6,7,165,70,2,1,2,3,2,3,2,0,0,0,2,0
"19404","HR",10,5,3,1,10,4,3,7,1,4,192,87,1,1,1,4,1,4,1,0,0,0,1,0
"19405","HR",5,5,1,3,8,4,4,0,6,7,176,97,2,3,1,3,2,3,2,0,1,1,1,0
"19406","HR",8,7,3,1,8,2,1,7,6,4,190,85,1,1,2,4,2,4,1,0,0,0,1,0
"19407","HR",8,6,3,1,8,5,3,7,1,5,180,80,1,1,1,3,1,3,1,0,0,0,2,0
"19408","HR",10,4,2,3,10,3,3,0,6,7,158,65,1,3,2,3,1,3,2,0,1,0,2,0
"19409","HR",9,6,4,3,8,3,3,0,4,7,165,85,1,3,1,3,1,3,2,1,0,1,1,0
"19410","HR",9,6,4,3,6,2,1,2,1,4,154,47,2,1,2,4,1,4,1,1,0,0,2,0
"19411","HR",6,6,2,4,10,3,3,7,6,7,160,50,1,2,1,3,3,3,2,0,0,0,2,0
"19412","HR",5,6,3,3,6,4,3,3,2,3,178,80,2,2,2,3,2,3,2,0,0,0,1,0
"19413","HR",9,7,6,3,8,3,3,4,6,4,168,79,2,2,2,3,2,3,2,1,0,1,2,0
"19414","HR",8,7,1,3,10,1,2,7,6,6,168,75,1,2,2,3,1,3,1,0,0,0,1,0
"19415","HR",NA,6,0,2,5,5,3,1,6,7,172,78,NA,1,2,NA,2,2,1,0,0,0,2,0
"19416","HR",8,4,3,1,1,4,4,4,4,7,163,62,1,1,1,2,2,2,2,0,0,0,2,0
"19417","HR",8,6,2,1,10,3,4,3,6,7,171,70,1,1,1,4,2,3,1,0,0,0,2,0
"19418","HR",7,2,4,2,7,3,3,7,4,2,165,74,1,1,2,3,1,3,1,0,1,1,2,0
"19419","HR",8,6,4,2,10,2,3,2,1,1,170,84,1,2,1,3,1,3,2,0,0,0,2,0
"19420","HR",3,1,1,3,8,5,4,7,4,2,165,77,3,3,3,2,2,2,3,1,0,0,1,1
"19421","HR",9,7,4,3,10,5,3,7,1,2,173,103,1,2,1,3,1,3,1,1,0,0,1,0
"19422","HR",7,5,2,3,7,3,3,1,1,6,173,100,1,1,1,3,1,3,2,0,0,0,2,0
"19423","HR",7,7,2,1,7,3,5,7,1,7,158,63,2,2,3,3,2,3,2,0,0,0,2,0
"19424","HR",8,5,2,2,9,2,3,7,4,4,179,95,1,1,1,4,1,4,1,0,0,0,1,0
"19425","HR",9,7,2,3,10,3,3,0,6,6,158,70,2,2,2,3,2,3,2,1,1,0,2,0
"19426","HR",9,7,3,1,7,4,4,0,6,4,170,64,1,2,1,3,1,3,1,0,0,0,2,0
"19427","HR",8,6,3,3,7,3,4,5,6,5,168,57,1,2,3,4,1,2,2,0,0,0,2,0
"19428","HR",9,7,2,1,9,2,3,3,6,7,172,60,1,1,1,3,1,3,1,0,0,0,2,0
"19429","HR",4,7,1,5,2,3,3,0,6,7,162,73,2,4,2,2,2,2,2,1,1,1,2,0
"19430","HR",10,5,4,2,10,3,5,7,4,2,171,105,1,1,2,4,1,3,1,1,0,0,1,0
"19431","HR",4,4,1,3,3,3,4,2,1,6,172,75,2,2,1,3,2,3,2,0,0,0,2,0
"19432","HR",7,6,2,3,10,4,4,1,6,4,178,90,1,1,2,3,1,3,1,0,1,0,1,0
"19433","HR",9,5,2,1,9,3,3,7,6,1,163,54,2,2,1,3,1,3,1,0,0,0,2,0
"19434","HR",10,7,3,1,10,3,3,7,1,5,180,99,1,1,1,4,1,4,1,0,0,0,1,0
"19435","HR",5,3,1,2,7,3,3,0,2,3,172,80,2,2,2,3,2,2,2,0,1,0,1,0
"19436","HR",9,5,3,1,10,2,3,7,6,7,178,70,1,1,1,4,1,4,1,0,0,0,2,0
"19437","HR",6,4,2,3,7,4,3,3,4,6,162,70,2,2,2,3,2,3,2,0,1,0,2,0
"19438","HR",9,7,1,3,10,3,3,0,4,1,180,108,1,1,1,3,1,3,1,1,1,0,1,0
"19439","HR",7,4,5,1,7,3,3,7,4,5,170,64,2,2,2,3,2,3,2,0,0,0,2,0
"19440","HR",8,3,2,3,5,3,3,0,4,7,164,92,2,4,4,3,1,3,1,1,0,0,2,0
"19441","HR",9,6,3,1,10,1,3,7,6,7,160,55,1,1,1,3,1,3,1,0,0,0,2,0
"19442","HR",7,5,0,3,6,4,5,0,1,2,187,88,1,1,2,3,1,3,1,0,0,0,1,0
"19443","HR",6,3,0,4,6,4,3,0,1,6,175,112,2,4,2,3,1,3,2,0,0,0,1,0
"19444","HR",6,6,1,1,6,5,4,3,6,6,179,84,1,NA,2,3,1,NA,1,0,0,0,1,0
"19445","HR",8,7,4,3,9,4,4,6,5,2,172,75,1,1,3,3,1,3,2,1,0,0,1,1
"19446","HR",8,6,1,3,10,2,3,2,4,7,175,63,1,1,2,3,1,3,1,0,1,0,2,0
"19447","HR",9,6,3,3,8,2,3,1,6,6,150,69,1,1,2,3,2,3,1,0,0,0,2,0
"19448","HR",5,2,1,3,5,3,3,0,6,7,158,60,2,3,2,2,3,2,3,0,0,0,2,0
"19449","HR",NA,4,1,2,8,4,3,1,5,7,168,76,1,1,1,NA,1,NA,1,0,0,0,2,0
"19450","HR",9,7,2,1,8,4,3,0,1,2,163,84,1,2,1,3,1,3,1,0,0,0,2,0
"19451","HR",7,6,2,2,5,3,1,5,6,3,164,55,2,2,2,3,1,2,2,0,0,0,2,0
"19452","HR",7,4,0,4,7,5,6,7,1,7,168,81,3,3,3,3,1,2,1,0,1,0,2,0
"19453","HR",9,4,4,3,9,3,3,4,4,3,180,79,1,1,1,3,1,3,1,1,0,0,1,0
"19454","HR",8,4,3,1,10,3,3,0,4,7,165,70,1,3,2,4,1,2,1,0,0,0,2,0
"19455","HR",8,7,2,2,6,3,4,3,1,6,168,75,1,2,2,3,2,3,1,0,1,0,2,0
"19456","HR",9,7,4,1,8,5,3,0,1,6,166,69,1,1,1,3,2,4,2,0,0,0,2,0
"19457","HR",9,7,2,1,9,3,3,7,6,4,186,89,1,1,1,4,1,3,1,0,0,0,1,0
"19458","HR",5,5,3,4,5,3,3,0,4,2,160,63,2,4,1,1,1,1,2,0,1,0,1,0
"19459","HR",5,2,1,2,8,4,4,0,6,7,181,85,2,2,2,2,2,3,2,0,0,0,1,0
"19460","HR",9,7,4,1,5,2,3,2,6,4,171,60,1,1,1,4,1,4,1,0,0,0,2,0
"19461","HR",9,7,3,1,8,2,4,7,4,6,169,60,1,1,1,4,1,3,1,0,0,0,2,0
"19462","HR",10,7,2,1,8,4,3,5,6,7,185,75,2,2,2,3,1,3,1,0,0,0,1,0
"19463","HR",8,6,2,2,8,2,2,4,6,6,158,70,1,2,2,3,2,3,1,1,1,0,2,0
"19464","HR",5,3,3,3,8,3,3,0,1,7,165,65,3,3,3,2,2,2,2,0,0,0,2,0
"19465","HR",10,6,2,1,8,3,4,6,6,4,171,60,1,1,1,4,1,4,1,0,0,0,2,0
